,season,player_id,player_name,position,weight,standing_vertical_leap,max_vertical_leap,lane_agility_time,three_quarter_sprint
403,2009,201954,Darren Collison,PG,166.2,30.5,33.5,10.45,3.1
404,2009,201967,Dante Cunningham,PF,227.4,28.0,35.0,11.18,3.26
405,2009,201939,Stephen Curry,PG-SG,181.0,29.5,35.5,11.07,3.28
406,2009,201948,Austin Daye,SF-PF,191.8,25.0,28.0,12.11,3.55
407,2009,201942,DeMar DeRozan,SG-SF,211.2,29.0,38.5,11.88,3.31
408,2009,201962,Toney Douglas,PG,183.4,28.0,32.5,10.63,3.03
409,2009,201961,Wayne Ellington,SG,202.4,31.5,38.0,11.14,3.2
410,2009,201936,Tyreke Evans,PG-SG,220.6,28.5,34.0,11.81,3.17
411,2009,201938,Jonny Flynn,PG,195.6,33.0,40.0,10.86,3.23
412,2009,201959,Taj Gibson,PF,214.4,25.5,30.0,11.56,3.41
413,2009,201980,Danny Green,SG-SF,208.0,29.0,33.0,11.3,3.3
414,2009,201933,Blake Griffin,PF,248.4,32.0,35.5,10.95,3.28
415,2009,201946,Tyler Hansbrough,PF,234.2,27.5,34.0,11.12,3.27
416,2009,201935,James Harden,SG,222.0,31.5,37.0,11.1,3.13
417,2009,201945,Gerald Henderson,SG-SF,214.6,31.5,35.0,11.17,3.14
418,2009,12278,Josh Heytvelt,PF-C,246.2,28.5,34.0,11.67,3.38
419,2009,201941,Jordan Hill,PF-C,232.4,31.0,35.0,12.23,3.3
420,2009,201950,Jrue Holiday,PG-SG,199.0,28.5,34.0,10.64,3.21
421,2009,12279,Joe Ingles,SF,209.2,26.0,31.0,10.66,3.3
422,2009,201949,James Johnson,SF-PF,257.2,30.5,35.0,11.21,3.23
423,2009,201951,Ty Lawson,PG,196.6,29.0,36.5,10.98,3.12
424,2009,201953,Eric Maynor,PG,163.6,28.5,31.5,10.78,3.19
425,2009,12282,Jack McClinton,SG-PG,185.2,30.0,36.5,10.44,3.21
426,2009,12283,Jerel McNeal,SG,190.4,31.5,36.5,10.61,3.25
427,2009,201975,Jodie Meeks,SG,211.4,28.5,37.0,10.96,3.1
428,2009,201988,Patty Mills,PG,175.4,27.5,33.0,10.87,3.1
429,2009,201957,Byron Mullens,C,258.2,28.5,32.5,11.1,3.45
430,2009,201985,A.J. Price,PG,192.8,26.0,31.0,10.99,3.22
431,2009,12284,Tyler Smith,SF,212.0,29.0,33.5,10.69,3.24
432,2009,201969,DaJuan Summers,SF,243.0,29.5,34.5,10.94,3.17
433,2009,201966,Jermaine Taylor,SG,207.4,34.0,37.5,11.54,3.32
434,2009,201952,Jeff Teague,PG,175.2,30.5,36.5,11.05,3.18
435,2009,201934,Hasheem Thabeet,C,267.2,0.0,0.0,0.0,0.0
436,2009,201977,Marcus Thornton,SG,194.4,31.0,33.0,10.73,3.28
437,2009,201944,Terrence Williams,SG-SF,213.2,30.5,37.0,11.15,3.18
438,2009,201970,Sam Young,SF-SG,222.8,27.5,33.0,11.47,3.45
439,2010,202374,Solomon Alabi,C,237.4,22.5,26.0,13.2,3.68
440,2010,202332,Cole Aldrich,C,236.0,23.0,28.0,11.48,3.35
441,2010,202329,Al-Farouq Aminu,SF,216.0,27.0,33.5,11.29,3.3
442,2010,202341,James Anderson,SF,207.6,30.0,35.5,11.86,3.19
443,2010,202337,Luke Babbitt,SF-PF,217.8,29.5,37.5,10.98,3.4
444,2010,202339,Eric Bledsoe,PG,191.6,0.0,0.0,0.0,0.0
445,2010,202344,Trevor Booker,PF,235.8,31.0,36.0,11.15,3.1
446,2010,202342,Craig Brackins,PF-SF,229.0,26.0,35.0,11.65,3.39
447,2010,202340,Avery Bradley,SG-PG,180.4,31.5,37.5,11.47,3.14
448,2010,202382,Derrick Caracter,PF,280.0,25.0,30.5,12.78,3.61
449,2010,202395,Sherron Collins,PG,217.2,27.5,33.0,12.31,3.24
450,2010,202326,DeMarcus Cousins,C,291.8,23.5,27.5,11.4,3.55
451,2010,202348,Jordan Crawford,SG,198.4,31.5,34.5,11.03,3.37
452,2010,202334,Ed Davis,PF,226.6,31.0,36.0,11.7,3.21
453,2010,202365,Devin Ebanks,SF,207.8,23.5,32.0,11.69,3.44
454,2010,202324,Derrick Favors,PF,245.2,31.5,35.5,11.74,3.25
455,2010,12316,Keith Gallon,PF-C,301.8,23.5,28.5,13.44,3.7
456,2010,12317,Charles Garcia,SF,231.6,24.5,30.5,11.65,3.23
457,2010,202331,Paul George,SF,214.4,0.0,0.0,0.0,0.0
458,2010,202376,Luke Harangody,PF,240.2,24.0,28.5,11.83,3.41
459,2010,202412,Manny Harris,SG,185.1,0.0,0.0,0.0,0.0
460,2010,202351,Lazar Hayward,SG-SF,225.8,31.0,36.0,10.87,3.31
461,2010,202330,Gordon Hayward,SF,211.0,30.5,34.5,11.73,3.22
462,2010,202333,Xavier Henry,SG,210.2,28.5,36.5,11.1,3.18
463,2010,202359,Darington Hobson,SG-SF,203.6,29.0,34.0,11.68,3.25
464,2010,202345,Damion James,SF,226.6,29.0,33.0,10.89,3.2
465,2010,202325,Wesley Johnson,SF,206.4,32.0,37.0,11.43,3.14
466,2010,202356,Armon Johnson,PG-SG,195.2,31.5,38.5,11.25,3.19
467,2010,202346,Dominique Jones,SG,216.0,26.0,32.5,10.88,3.31
468,2010,12329,Jerome Jordan,C,244.2,0.0,0.0,0.0,0.0
469,2010,12330,Sylven Landesberg,SG,210.0,28.0,32.0,11.59,3.36
470,2010,202371,Gani Lawal,PF,233.4,27.0,31.5,11.61,3.24
471,2010,202328,Greg Monroe,PF-C,246.6,25.0,29.0,12.1,3.35
472,2010,202350,Daniel Orton,C,269.2,24.0,30.5,12.32,3.39
473,2010,12334,Artsiom Parakhouski,C,268.2,25.5,26.5,12.07,3.33
474,2010,202335,Patrick Patterson,PF,239.6,28.5,33.5,11.14,3.25
475,2010,202354,Dexter Pittman,PF-C,302.6,0.0,0.0,0.0,0.0
476,2010,202360,Andy Rautins,SG,191.6,23.5,30.5,11.27,3.49
477,2010,12338,Ryan Richards,PF,230.2,25.0,28.5,11.33,3.37
478,2010,202383,Stanley Robinson,SF,213.2,0.0,37.5,11.65,3.23
479,2010,202336,Larry Sanders,PF-C,222.4,25.5,28.0,12.49,3.27
480,2010,12341,Jon Scheyer,PG-SG,180.0,0.0,0.0,0.0,0.0
481,2010,202362,Lance Stephenson,SG,227.0,27.0,33.0,11.39,3.38
482,2010,12343,Mikhail Torrance,PG,208.8,23.0,32.0,11.43,3.17
483,2010,202323,Evan Turner,SG,213.8,27.5,34.5,11.06,3.27
484,2010,202327,Ekpe Udoh,PF,237.4,31.0,33.5,11.15,3.29
485,2010,12346,Jarvis Varnado,PF-C,210.2,29.5,32.5,11.61,3.37
486,2010,202349,Greivis Vasquez,PG-SG,210.8,0.0,0.0,0.0,0.0
487,2010,202322,John Wall,PG,195.6,30.0,39.0,10.84,3.14
488,2010,202378,Willie Warren,SG-PG,208.4,23.0,31.5,11.21,3.5
489,2010,202358,Terrico White,SG-PG,202.6,31.0,40.0,11.38,3.15
490,2010,202355,Hassan Whiteside,C-PF,226.6,27.0,31.5,11.83,3.54
491,2011,202728,Keith Benson,C-PF,217.0,31.5,36.0,11.88,3.35
492,2011,202705,Marshon Brooks,SG,194.6,34.0,38.5,10.74,3.09
493,2011,202692,Alec Burks,SG,192.6,29.0,36.0,10.96,3.17
494,2011,202710,Jimmy Butler,SF,222.2,32.0,39.0,11.12,3.15
495,2011,202708,Norris Cole,PG,174.4,29.5,38.5,10.07,3.22
496,2011,202739,Jon Diebler,SG,196.6,28.0,35.0,10.94,3.37
497,2011,12406,Michael Dunigan,PF-C,237.6,29.5,34.5,11.85,3.27
498,2011,12407,LaceDarius Dunn,SG,187.8,26.5,31.0,11.45,3.27
499,2011,202702,Kenneth Faried,PF,224.6,30.5,35.0,11.35,3.26
500,2011,12409,James Fredette,PG,196.0,28.0,33.0,10.42,3.21
501,2011,202726,Andrew Goudelock,PG,197.6,32.5,37.0,10.33,3.1
502,2011,202706,Jordan Hamilton,SF,228.4,25.0,32.0,11.47,3.3
503,2011,202712,Justin Harper,PF-SF,228.0,28.5,33.0,11.92,3.3
504,2011,202699,Tobias Harris,SF-PF,222.8,31.5,37.5,10.96,3.17
505,2011,202715,Tyler Honeycutt,SF,186.8,30.0,37.0,11.68,3.07
506,2011,12415,Scotty Hopson,SG,204.6,32.5,36.0,10.47,3.18
507,2011,202681,Kyrie Irving,PG,191.0,0.0,0.0,0.0,0.0
508,2011,12417,Rick Jackson,PF,241.8,28.5,33.0,11.51,3.26
509,2011,202724,Charles Jenkins,PG-SG,216.4,29.5,34.0,11.68,3.18
510,2011,202707,JaJuan Johnson,PF,219.8,33.5,38.0,11.21,3.14
511,2011,202709,Cory Joseph,PG,186.2,27.5,35.0,10.75,3.27
512,2011,202683,Enes Kanter,PF-C,259.2,26.0,32.5,11.3,3.26
513,2011,202688,Brandon Knight,PG,176.8,29.0,37.5,10.74,3.07
514,2011,202723,Malcolm Lee,SG,198.2,30.0,35.5,11.2,3.09
515,2011,202695,Kawhi Leonard,SF,227.4,25.5,32.0,11.45,3.15
516,2011,202727,Travis Leslie,SG,205.0,33.0,40.5,11.0,3.13
517,2011,202720,Jon Leuer,PF,223.2,29.5,36.5,10.82,3.36
518,2011,202732,DeAndre Liggins,SF-SG,202.2,27.0,31.0,0.0,3.33
519,2011,12428,David Lighty,SG,216.2,28.5,33.0,10.81,3.25
520,2011,202714,Shelvin Mack,PG,209.0,32.0,39.0,11.23,3.18
521,2011,12430,Demetri McCamey,PG,204.0,27.0,33.0,11.55,3.19
522,2011,202734,E'Twaun Moore,SG,191.4,32.0,34.5,11.12,3.31
523,2011,202694,Marcus Morris,PF-SF,229.6,29.0,33.0,0.0,3.15
524,2011,202693,Markieff Morris,PF,240.8,27.0,31.5,0.0,3.4
525,2011,202721,Darius Morris,PG-SG,190.0,24.5,32.0,11.0,3.2
526,2011,202718,Chandler Parsons,SF,221.2,25.5,31.5,11.05,3.29
527,2011,12436,Jereme Richmond,SF,207.2,27.0,33.5,11.74,3.02
528,2011,202729,Josh Selby,SG-PG,194.6,29.5,42.0,11.13,3.2
529,2011,202697,Iman Shumpert,PG-SG,221.8,36.5,42.0,11.1,3.18
530,2011,202713,Kyle Singler,SF,228.0,23.0,30.0,11.22,3.21
531,2011,202698,Chris Singleton,SF,230.2,30.5,37.5,11.33,3.09
532,2011,12441,Jamie Skeen,PF,241.6,26.0,30.5,12.43,3.46
533,2011,202701,Nolan Smith,PG,187.6,28.5,34.0,11.05,3.17
534,2011,12442,Gregory Smith,PF-C,252.8,29.5,36.0,12.43,3.36
535,2011,12445,Malcolm Thomas,PF,223.0,32.0,36.5,11.31,3.29
536,2011,202738,Isaiah Thomas,PG,186.0,31.5,40.0,10.49,3.14
537,2011,202717,Trey Thompkins,PF,239.0,27.5,30.5,11.72,3.41
538,2011,202684,Tristan Thompson,PF,227.4,30.0,35.0,10.92,3.26
539,2011,202691,Klay Thompson,SG,205.6,26.5,31.5,10.99,3.24
540,2011,202719,Jeremy Tyler,PF-C,262.4,28.0,33.5,11.26,3.29
541,2011,202696,Nikola Vucevic,PF-C,259.8,23.5,25.0,12.02,3.27
542,2011,202689,Kemba Walker,PG,184.0,32.0,39.5,10.87,3.16
543,2011,202716,Jordan Williams,PF,247.2,25.0,30.5,12.74,3.45
544,2011,202682,Derrick Williams,PF-SF,248.4,29.0,34.5,11.03,3.23
545,2012,203112,Quincy Acy,PF,223.8,32.0,37.0,10.48,3.28
546,2012,203084,Harrison Barnes,SF-SG,227.8,38.0,39.5,10.93,3.16
547,2012,203115,Will Barton,SG-SF,174.4,30.0,34.0,12.5,3.6
548,2012,203078,Bradley Beal,SG,201.8,33.0,39.0,10.95,3.28
549,2012,12458,J'Covan Brown,PG,202.4,26.0,29.5,11.68,3.47
550,2012,203733,William Buford,SG-SF,214.6,27.5,32.5,11.4,3.43
551,2012,203109,Jae Crowder,SF,241.2,31.0,34.5,11.45,3.37
552,2012,203099,Jared Cunningham,SG-PG,187.6,0.0,0.0,0.0,0.0
553,2012,203076,Anthony Davis,PF-C,221.8,0.0,0.0,0.0,0.0
554,2012,203134,Marcus Denmon,SG,188.2,33.5,40.0,10.82,3.19
555,2012,203083,Andre Drummond,C,278.6,31.5,33.5,10.83,3.39
556,2012,203119,Kim English,SG,192.0,29.0,36.5,10.59,3.33
557,2012,203105,Festus Ezeli,C-PF,264.2,34.0,33.5,12.35,3.29
558,2012,12467,Drew Gordon,PF,239.0,29.0,34.0,11.35,3.49
559,2012,203254,JaMychal Green,PF,217.4,29.5,32.5,10.63,3.38
560,2012,203110,Draymond Green,PF-SF,235.6,28.0,33.0,11.01,3.4
561,2012,203090,Maurice Harkless,SF,206.6,32.5,37.0,10.87,3.25
562,2012,203089,John Henson,PF,216.0,25.5,30.0,0.0,0.0
563,2012,203189,Tu Holloway,PG,186.8,28.0,35.0,11.0,3.42
564,2012,203133,Robbie Hummel,SF,218.0,27.5,30.0,11.56,3.41
565,2012,203108,Bernard James,PF,229.8,30.0,32.5,11.84,3.4
566,2012,203098,John Jenkins,SG,212.0,30.5,36.5,11.36,3.37
567,2012,203111,Orlando Johnson,SG,223.8,32.0,39.5,10.98,3.25
568,2012,203130,Darius Johnson-Odom,SG,212.0,33.5,41.5,10.76,3.21
569,2012,203093,Terrence Jones,PF-SF,252.0,29.5,34.5,11.57,3.4
570,2012,203158,Kevin Jones,PF,251.2,27.5,32.5,11.94,3.6
571,2012,203103,Perry Jones,PF-SF,233.8,33.0,38.5,11.31,3.19
572,2012,203126,Kris Joseph,SG,215.0,28.5,35.0,0.0,3.46
573,2012,203077,Michael Kidd-Gilchrist,SF,232.8,32.0,35.5,11.77,3.18
574,2012,203117,Doron Lamb,SG-PG,199.4,29.0,33.5,11.12,3.41
575,2012,203087,Jeremy Lamb,SG,179.2,31.5,38.0,10.98,3.25
576,2012,203086,Meyers Leonard,C,249.8,30.0,32.5,11.34,3.41
577,2012,203081,Damian Lillard,PG,188.8,34.5,39.5,11.15,3.34
578,2012,203159,Scott Machado,PG,205.8,27.0,32.5,11.26,3.3
579,2012,203088,Kendall Marshall,PG,198.4,31.0,37.0,12.03,3.23
580,2012,203097,Fab Melo,C,255.0,29.5,31.0,12.14,3.44
581,2012,203114,Khris Middleton,SF,216.2,28.0,31.0,11.45,3.47
582,2012,203121,Darius Miller,SF-SG,233.4,33.0,37.0,11.34,3.31
583,2012,203113,Quincy Miller,SF,218.7,30.5,36.0,11.05,3.48
584,2012,203183,Tony Mitchell,SG,216.4,31.5,40.0,11.72,3.47
585,2012,203102,Arnett Moultrie,PF,232.8,33.5,37.5,11.32,3.22
586,2012,203122,Kevin Murphy,SG,194.0,31.0,36.5,10.97,3.42
587,2012,203094,Andrew Nicholson,PF,234.0,28.5,30.5,11.89,3.67
588,2012,203124,Kyle O'Quinn,PF,240.8,31.5,31.5,11.65,3.53
589,2012,203101,Miles Plumlee,PF-C,252.4,34.0,40.5,10.64,3.36
590,2012,203085,Austin Rivers,SG-PG,202.8,32.5,37.5,11.54,3.32
591,2012,203080,Thomas Robinson,PF,244.2,28.5,35.5,11.96,3.17
592,2012,203082,Terrence Ross,SG-SF,196.6,31.0,37.5,11.78,3.28
593,2012,203107,Tomas Satoransky,PG-SG,200.6,0.0,0.0,0.0,0.0
594,2012,203118,Mike Scott,PF,240.8,27.0,32.5,11.59,3.44
595,2012,203156,Henry Sims,C-PF,241.2,26.5,29.5,12.33,3.44
596,2012,203096,Jared Sullinger,PF,268.2,29.5,31.0,12.77,3.81
597,2012,203116,Tyshawn Taylor,PG,177.0,32.0,36.5,11.48,3.2
598,2012,12507,Jordan Taylor,PG,192.8,33.0,36.5,10.57,3.19
599,2012,203106,Jeff Taylor,SF-SG,212.8,33.5,40.0,10.87,3.29
600,2012,203104,Marquis Teague,PG,179.8,32.5,40.5,10.65,3.19
601,2012,203138,Hollis Thompson,SF,206.0,28.5,36.5,11.72,3.38
602,2012,203079,Dion Waiters,SG,221.0,0.0,0.0,0.0,0.0
603,2012,203091,Royce White,PF,260.6,0.0,0.0,0.0,0.0
604,2012,203100,Tony Wroten,PG,203.2,30.0,35.5,10.75,3.24
605,2012,203092,Tyler Zeller,PF-C,247.4,30.0,34.0,11.13,3.4
606,2013,203500,Steven Adams,C,254.5,28.5,33.0,11.85,3.4
607,2013,203505,Vander Blue,SG,197.4,28.0,37.5,10.4,3.14
608,2013,203485,Lorenzo Brown,PG,189.2,28.0,34.0,11.78,3.4
609,2013,203493,Reggie Bullock,SG-SF,199.8,31.0,36.5,11.33,3.31
610,2013,203504,Trey Burke,PG,187.0,29.5,36.5,11.2,3.16
611,2013,203484,Kentavious Caldwell-Pope,SG,203.6,29.0,34.5,10.6,3.12
612,2013,203477,Isaiah Canaan,PG,188.4,33.0,40.5,10.98,3.22
613,2013,203478,Jackie Carmichael,PF,241.2,30.0,32.0,11.83,3.35
614,2013,203487,Michael Carter-Williams,PG,184.4,31.5,41.0,10.68,3.22
615,2013,12524,Will Clyburn,SF-SG,210.4,28.0,34.5,11.68,3.38
616,2013,203496,Robert Covington,SF-PF,208.6,29.5,36.0,11.69,3.34
617,2013,203459,Allen Crabbe,SG,197.4,30.5,36.0,10.67,3.32
618,2013,203552,Seth Curry,SG,179.2,0.0,0.0,0.0,0.0
619,2013,203561,Brandon Davies,PF,241.8,26.0,31.5,11.22,3.5
620,2013,203473,Dewayne Dedmon,C,238.8,28.0,32.5,12.75,3.4
621,2013,203476,Gorgui Dieng,C,229.6,0.0,0.0,0.0,0.0
622,2013,203516,James Ennis,SF,200.8,29.5,36.5,11.55,3.4
623,2013,203467,Carrick Felix,SF-SG,202.6,32.0,38.5,11.16,3.25
624,2013,203479,Jamaal Franklin,SG-SF,190.8,0.0,0.0,0.0,0.0
625,2013,203497,Rudy Gobert,C,237.6,25.0,29.0,12.85,3.57
626,2013,203462,Archie Goodwin,SG,189.0,30.0,36.0,10.75,3.27
627,2013,203475,Erick Green,PG,178.2,0.0,0.0,0.0,0.0
628,2013,203501,Tim Hardaway Jr.,SG,199.4,31.5,37.5,10.68,3.25
629,2013,203524,Solomon Hill,SF,226.0,29.5,37.5,10.77,3.19
630,2013,203494,Richard Howell,PF,249.6,0.0,0.0,0.0,0.0
631,2013,203470,Colton Iverson,C,262.8,26.5,30.0,11.52,3.52
632,2013,203510,Pierre Jackson,PG,176.0,0.0,0.0,0.0,0.0
633,2013,203511,Grant Jerrett,PF,232.0,28.5,34.0,11.85,3.51
634,2013,203509,Myck Kabongo,PG,180.4,27.5,33.5,10.64,3.44
635,2013,203483,Kenny Kadji,PF-C,241.6,34.0,38.0,11.47,3.44
636,2013,203527,Ryan Kelly,PF,228.0,0.0,0.0,0.0,0.0
637,2013,203499,Shane Larkin,PG,170.8,34.5,44.0,10.64,3.08
638,2013,203495,Ricky Ledo,SG,197.2,27.0,33.5,10.72,3.32
639,2013,203458,Alex Len,C,0.0,0.0,0.0,0.0,0.0
640,2013,203466,CJ Leslie,PF-SF,209.2,32.5,40.5,10.19,3.1
641,2013,203522,Trevor Mbakwe,PF,235.8,30.0,36.5,12.01,3.32
642,2013,203492,Ray McCallum,PG,191.4,30.5,40.0,10.82,3.25
643,2013,203468,CJ McCollum,PG-SG,197.0,32.0,38.5,11.02,3.32
644,2013,203463,Ben McLemore,SG,189.2,32.5,42.0,11.87,3.27
645,2013,203502,Tony Mitchell,PF-SF,236.4,33.5,38.0,11.82,3.52
646,2013,203498,Shabazz Muhammad,SF-SG,221.8,29.5,37.0,10.99,3.32
647,2013,203513,Erik Murphy,PF,239.8,24.5,29.5,12.19,3.57
648,2013,203488,Mike Muscala,C-PF,230.2,28.0,33.5,11.76,3.44
649,2013,203457,Nerlens Noel,C,206.4,0.0,0.0,0.0,0.0
650,2013,203506,Victor Oladipo,SG,213.2,33.0,42.0,10.69,3.25
651,2013,203482,Kelly Olynyk,PF-C,234.0,24.5,29.5,11.42,3.59
652,2013,203464,Brandon Paul,SG,201.0,33.5,39.5,11.16,3.37
653,2013,203658,Norvel Pelle,PF-C,207.2,31.0,34.5,11.49,3.32
654,2013,203486,Mason Plumlee,C-PF,238.2,30.5,36.0,10.89,3.29
655,2013,203490,Otto Porter,SF,197.6,27.0,36.0,11.25,3.4
656,2013,203515,Phil Pressey,PG,177.0,33.0,38.5,10.86,3.13
657,2013,203318,Glen Rice,SF-SG,210.8,33.0,40.5,10.99,3.25
658,2013,203460,Andre Roberson,PF-SF,205.8,30.0,36.5,11.36,3.34
659,2013,203471,Dennis Schroder,PG,164.8,30.0,34.0,11.09,3.21
660,2013,203491,Peyton Siva,PG,180.6,33.5,41.5,10.59,3.16
661,2013,203503,Tony Snell,SF-SG,198.2,30.0,36.5,11.36,3.25
662,2013,203480,James Southerland,SF-PF,220.6,29.0,32.0,10.9,3.38
663,2013,203519,Adonis Thomas,SF,231.8,34.5,40.5,11.64,3.32
664,2013,203472,Deshaun Thomas,SF,219.8,28.5,32.0,12.94,3.53
665,2013,203481,Jeff Withey,C,221.8,26.5,29.0,12.49,3.47
666,2013,203489,Nate Wolters,PG,196.4,0.0,0.0,0.0,0.0
667,2013,203523,BJ Young,SG-PG,178.8,0.0,0.0,0.0,0.0
668,2013,203469,Cody Zeller,C-PF,230.0,35.5,37.5,10.82,3.15
669,2014,203919,Jordan Adams,SG,208.8,24.5,29.5,12.13,3.5
670,2014,203937,Kyle Anderson,SF,230.1,0.0,0.0,0.0,0.0
671,2014,203648,Thanasis Antetokounmpo,SF,205.2,31.5,39.5,11.39,3.18
672,2014,203947,Jordan Bachynski,PF,254.1,29.0,33.0,12.15,3.36
673,2014,203946,Cameron Bairstow,PF,252.4,31.0,33.5,11.39,3.37
674,2014,203920,Khem Birch,PF,208.8,30.5,35.5,11.6,3.26
675,2014,203938,Alec Brown,PF,231.2,27.0,30.0,12.05,3.48
676,2014,203900,Markel Brown,SG,184.4,36.5,43.5,12.62,3.18
677,2014,203913,Jabari Brown,SG,201.9,28.0,32.0,11.6,3.5
678,2014,203907,Deonte Burton,PG,192.8,29.0,39.5,11.28,3.28
679,2014,203902,Semaj Christon,PG,186.0,30.5,36.5,11.55,3.32
680,2014,203903,Jordan Clarkson,PG,186.3,33.0,38.5,10.76,3.28
681,2014,203905,Aaron Craft,PG,191.6,29.0,32.0,10.78,3.26
682,2014,203908,DeAndre Daniels,SF,196.0,26.5,32.0,11.46,3.44
683,2014,203915,Spencer Dinwiddie,PG,204.9,0.0,0.0,0.0,0.0
684,2014,203921,Cleanthony Early,SF,209.4,34.0,40.0,11.15,3.18
685,2014,203929,Melvin Ejim,SF,218.5,29.5,35.0,11.55,3.14
686,2014,203898,Tyler Ennis,PG,181.5,29.0,36.0,11.12,3.3
687,2014,203957,Dante Exum,SG,196.3,31.5,34.5,10.75,3.19
688,2014,203927,C.J. Fair,SF,218.1,27.0,35.0,11.0,3.32
689,2014,203932,Aaron Gordon,PF,220.1,32.5,39.0,10.81,3.27
690,2014,203924,Jerami Grant,SF,214.0,0.0,0.0,0.0,0.0
691,2014,203798,P.J. Hairston,SG,228.8,32.0,37.0,11.12,3.32
692,2014,203914,Gary Harris,SG,204.8,0.0,0.0,0.0,0.0
693,2014,203925,Joe Harris,SG,215.0,28.5,33.5,11.11,3.31
694,2014,203918,Rodney Hood,SF,208.2,29.0,36.0,11.21,3.38
695,2014,203928,Cory Jefferson,PF,218.4,33.0,37.5,12.63,3.36
696,2014,203910,Nick Johnson,SG,198.0,33.5,41.5,10.8,3.27
697,2014,203930,Sean Kilpatrick,SG,218.7,0.0,0.0,0.0,0.0
698,2014,203945,Alex Kirk,PF,252.0,28.5,31.5,11.2,3.48
699,2014,203897,Zach LaVine,PG,180.9,33.5,41.5,10.42,3.19
700,2014,203906,Devyn Marble,SG,192.4,29.0,35.0,11.32,3.28
701,2014,203949,James McAdoo,PF,227.6,29.5,34.0,11.61,3.28
702,2014,203909,K.J. McDaniels,SF,195.6,33.0,37.0,12.71,3.1
703,2014,203926,Doug McDermott,SF,218.0,28.5,36.5,11.1,3.29
704,2014,203895,Jordan McRae,SG,179.4,27.5,34.5,11.07,3.39
705,2014,203894,Shabazz Napier,PG,175.2,30.5,37.5,11.6,3.2
706,2014,203948,Johnny O?Bryant III,PF,256.8,31.0,35.5,11.57,3.45
707,2014,203934,Lamar Patterson,SG,226.0,27.5,32.5,11.63,3.45
708,2014,203940,Adreian Payne,PF,238.5,0.0,0.0,0.0,0.0
709,2014,203901,Elfrid Payton,PG,185.4,31.5,35.5,11.06,3.23
710,2014,203939,Dwight Powell,PF,234.4,28.5,35.0,11.28,3.2
711,2014,203944,Julius Randle,PF,249.7,29.0,35.5,11.45,3.27
712,2014,203922,Glenn Robinson III,SF,211.4,36.5,41.5,11.22,3.15
713,2014,203941,LaQuinton Ross,SF,238.7,25.0,31.0,11.97,3.44
714,2014,203935,Marcus Smart,PG,227.2,33.0,36.0,10.82,3.26
715,2014,203893,Russ Smith,PG,160.0,29.5,34.0,11.57,3.27
716,2014,203917,Nik Stauskas,SG,206.9,29.0,35.5,10.79,3.27
717,2014,203950,Jarnell Stokes,PF,262.8,31.0,36.0,11.92,3.26
718,2014,203904,Xavier Thames,PG,187.0,29.0,32.5,11.48,3.48
719,2014,203943,Noah Vonleh,PF,247.1,31.0,37.0,11.45,3.28
720,2014,203933,T.J. Warren,SF,220.2,27.0,35.5,11.1,3.26
721,2014,203912,C.J. Wilcox,SG,201.0,31.0,37.5,11.3,3.22
722,2014,203899,Kendall Williams,PG,183.0,27.0,33.0,10.83,0.0
723,2014,203942,Patric Young,PF,246.8,32.0,37.5,11.18,3.43
724,2014,203923,James Young,SG,213.3,28.0,35.5,0.0,0.0
725,2015,1626146,Cliff Alexander,PF-C,239.2,0.0,0.0,0.0,0.0
726,2015,1626147,Justin Anderson,SF-SG,230.6,38.0,43.0,11.13,3.22
727,2015,1626165,Brandon Ashley,PF,228.0,31.5,35.5,11.21,3.58
728,2015,1626207,Ryan Boatright,PG,169.6,32.0,41.0,10.71,3.26
729,2015,1626164,Devin Booker,SG,205.8,27.5,34.5,10.27,3.28
730,2015,1626148,Anthony Brown,SF-SG,211.0,27.5,34.5,10.94,3.18
731,2015,1626161,Willie Cauley-Stein,C,242.4,0.0,0.0,0.0,0.0
732,2015,1626176,Rakeem Christmas,PF-C,242.6,29.0,32.0,11.6,3.47
733,2015,1626192,Pat Connaughton,SG,215.0,37.5,44.0,10.58,3.2
734,2015,1626188,Quinn Cook,PG,179.0,24.5,31.0,11.44,3.38
735,2015,1626183,Branden Dawson,PF,230.2,28.5,34.5,12.22,3.2
736,2015,1626155,Sam Dekker,SF,218.6,25.5,34.5,10.64,3.28
737,2015,1626187,Michael Frazier II,SG,199.4,27.0,35.0,10.66,3.32
738,2015,1626203,Treveon Graham,SF,219.4,28.5,31.5,11.64,3.3
739,2015,1626170,Jerian Grant,PG,198.0,0.0,0.0,0.0,0.0
740,2015,1626152,Olivier Hanlan,PG-SG,185.8,28.0,34.0,11.41,3.25
741,2015,1626149,Montrezl Harrell,PF,253.4,0.0,0.0,0.0,0.0
742,2015,1626150,Andrew Harrison,PG,213.2,26.5,33.0,11.2,3.34
743,2015,1626151,Aaron Harrison,SG,209.2,28.5,34.5,0.0,3.27
744,2015,1626227,Tyler Harvey,SG,181.4,26.0,28.5,10.56,3.44
745,2015,1626186,Corey Hawkins,SG-PG,191.8,28.5,34.0,10.81,3.51
746,2015,1626178,Rondae Hollis-Jefferson,SF,210.8,32.0,38.0,10.41,3.12
747,2015,1626158,Richaun Holmes,PF,242.8,32.5,36.0,11.24,3.32
748,2015,1626182,Jonathan Holmes,PF-SF,242.2,25.5,31.0,10.95,3.51
